tweet_num,spreader_num,in_degree_avg,in_degree_med,degree_avg,degree_med
40,40,2792,851,2859,1720
68,62,2177,980,2275,1283
54,48,13554,2331,8445,2367
32,25,44058,1110,3756,1184
12,10,57606,3157,3095,639
61,57,7016,1966,4099,1317
23,22,12407,2123,4882,1408
300,294,4232,2178,4503,2650
45,38,24663,1029,3162,1083
57,53,20387,796,2751,990
7,7,53181,3572,6992,3639
12,12,31510,1997,4298,665
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
28,27,2184,856,1423,487
13,13,5980,1317,1762,953
15,15,26276,2458,4032,711
93,93,14550,3984,10637,4988
2,2,5103,5103,5449,5449
6,4,6018,7638,2883,1793
0,0,0,0,0,0
35,34,91089,716,1978,759
100,97,10341,2796,7829,3564
16,13,46155,5721,4810,531
30,28,24920,1228,3103,745
12,12,35137,2494,4794,763
2,2,1101,1101,1727,1727
24,23,3454,979,2815,1369
17,15,61249,1815,3636,711
24,22,31575,765,4661,635
21,20,1439,384,1609,435
33,32,4015,1555,3978,2228
35,33,26069,701,4022,831
1,1,123,123,532,532
47,45,15447,638,2114,859
15,13,48843,4371,5958,3639
43,40,25613,711,3081,711
8,7,1669,289,679,478
11,10,60891,1124,2884,615
11,9,64542,3650,5724,842
5,5,4701,1936,2962,763
12,11,57498,1439,3296,640
9,9,42037,1815,5950,2597
45,44,2486,669,2264,1130
23,23,8451,5558,8441,6114
34,33,4758,1060,4432,1937
18,13,76254,4021,4883,1318
9,9,40997,1002,5460,2644
0,0,0,0,0,0
18,18,14473,756,1000,316
4,4,5669,2077,3925,175
13,11,38134,559,759,112
10,10,24927,659,928,404
11,11,35121,4063,6073,4590
23,23,11708,952,1363,497
3,3,81636,3721,1698,61
5,5,71553,1815,7161,3639
0,0,0,0,0,0
0,0,0,0,0,0
38,38,7528,388,1048,432
1,1,243,243,75,75
1,1,243,243,75,75
20,19,37619,1115,4357,1707
0,0,0,0,0,0
33,28,15772,582,927,400
100,100,5588,1627,5208,1586
0,0,0,0,0,0
39,39,6871,279,742,237
18,18,14451,673,1282,884
14,11,49967,1224,3772,763
100,99,6284,2408,6288,3053
200,197,7535,2789,7682,3624
200,197,8103,3475,7997,4231
9,8,43426,1441,7032,711
7,6,97373,1815,4910,711
9,9,8919,3637,8591,4423
13,11,54936,3649,5210,999
17,16,23161,1492,4066,2204
100,58,57882,1817,3303,1293
200,193,12751,3100,10021,3791
1,1,405,405,157,157
11,11,33584,1437,4050,2011
8,8,46241,1201,5619,662
22,22,20446,1203,6007,1869
10,9,68533,1576,3637,547
200,199,1445,482,1366,638
65,58,11989,591,2111,701
100,99,4707,408,1414,667
32,31,12881,900,2272,729
500,482,58076,580,1567,727
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
